140.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,63.924532215,201.25,247.936561847,333.519829544,389.782620233,380.612005,197.989898732,173.04951685,157.125673269,147.204711393,141.74511761,1,0,0,0
130.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,21.0292444848,20.2493025158,20.0,20.2493025158,21.0292444848,22.4465247527,24.72135955,28.2842712475,34.0260323341,44.0537852917,64.72135955,127.84906443,212.5,261.796369652,352.163795171,383.169129328,221.169210172,183.847763109,160.688837075,145.902410892,136.690089151,131.620466352,1,0,0,0
120.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,31.5438667271,30.3739537736,30.0,30.3739537736,31.5438667271,33.669787129,37.082039325,42.4264068712,51.0390485011,66.0806779376,97.082039325,191.773596645,223.75,275.656177457,370.807760797,376.555638422,204.156194004,169.705627485,148.3281573,134.679148516,126.175466909,121.495815095,1,0,0,0
110.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,40.4986050315,40.0,40.4986050315,42.0584889695,44.8930495054,49.4427191,56.5685424949,68.0520646682,88.1075705834,129.4427191,201.946052921,235.0,289.515985262,388.887874939,369.942147517,187.143177837,155.563491861,135.967477525,123.45588614,115.660844666,111.371163837,1,0,0,0
100.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,50.6232562894,50.0,50.6232562894,52.5731112119,56.1163118817,61.803398875,70.7106781187,85.0650808352,110.134463229,161.803398875,211.613683115,246.25,303.375793067,381.935689465,363.328656612,170.13016167,141.421356237,123.60679775,112.232623763,105.146222424,101.246512579,1,0,0,0
90.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,60.7479075473,60.0,60.7479075473,63.0877334543,67.3395742581,74.16407865,84.8528137424,102.078097002,132.161355875,194.16407865,221.281313308,257.5,317.235600873,374.983503991,198.242033813,153.117145503,127.279220614,111.246117975,101.009361387,94.6316001814,91.1218613209,1,0,0,0
80.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,63.924532215,70.0,70.8725588052,73.6023556967,78.5628366344,86.524758425,98.9949493661,119.091113169,154.188248521,206.937605761,230.948943501,268.75,331.095408678,368.031318517,176.215141167,136.104129336,113.13708499,98.8854382,89.7860990107,84.1169779391,80.997210063,1,0,0,0
70.0,63.924532215,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,63.924532215,80.0,80.997210063,84.1169779391,89.7860990107,98.8854382,113.13708499,136.104129336,176.215141167,215.600110188,240.616573694,280.0,344.955216483,361.079133044,154.188248521,119.091113169,98.9949493661,86.524758425,78.5628366344,73.6023556967,70.8725588052,1,0,0,0
60.0,60.7479075473,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,63.924532215,90.0,91.1218613209,94.6316001814,101.009361387,111.246117975,127.279220614,153.117145503,198.242033813,224.262614615,250.284203887,291.25,358.815024288,194.16407865,132.161355875,102.078097002,84.8528137424,74.16407865,67.3395742581,63.0877334543,60.7479075473,1,0,0,0
50.0,50.6232562894,32.360679775,22.0268926459,17.013016167,14.1421356237,12.360679775,11.2232623763,10.5146222424,10.1246512579,10.0,10.1246512579,10.5146222424,11.2232623763,12.360679775,14.1421356237,17.013016167,22.0268926459,32.360679775,63.924532215,100.0,101.246512579,105.146222424,112.232623763,123.60679775,141.421356237,170.13016167,215.802317471,232.925119042,259.95183408,302.5,372.674832093,161.803398875,110.134463229,85.0650808352,70.7106781187,61.803398875,56.1163118817,52.5731112119,50.6232562894,1,0,0,0
