0.0,0,0.1,1.49401937794e-014,1.59198825997e-014
0.0,1,0.1,1.73894158301e-014,1.86140268554e-014
0.0,2,0.1,2.03284822909e-014,2.17980155213e-014
0.0,3,0.1,2.37573931618e-014,2.54718485972e-014
0.0,4,0.1,2.76761484428e-014,2.96355260833e-014
0.0,5,0.1,3.2084748134e-014,3.42890479796e-014
0.0,6,0.1,3.69831922353e-014,3.94324142859e-014
0.0,7,0.1,4.23714807467e-014,4.50656250024e-014
0.0,8,0.1,4.82496136683e-014,5.1188680129e-014
0.0,9,0.1,5.4617591e-014,5.78015796658e-014
0.1,0,0.1,6.14754127418e-014,0.00880004776681
0.1,1,0.1,6.39231515612e-014,0.0132000716502
0.1,2,0.1,6.6863507853e-014,0.0176000955336
0.1,3,0.1,7.02982603354e-014,0.022000119417
0.1,4,0.1,7.4225674285e-014,0.0264001433003
0.1,5,0.1,7.86422802549e-014,0.0308001671837
0.1,6,0.1,8.3544608798e-014,0.0352001910671
0.1,7,0.1,8.89291904674e-014,0.0396002149505
0.1,8,0.1,9.47994947101e-014,0.0440002388339
0.1,9,0.1,1.01155521526e-013,0.0484002627172
0.2,0,0.1,1.07997270915e-013,0.0176001807188
0.2,1,0.1,1.10455374081e-013,0.0264002710781
0.2,2,0.1,1.13400934543e-013,0.0352003614374
0.2,3,0.1,1.16835687025e-013,0.0440004517967
0.2,4,0.1,1.20756162081e-013,0.0528005421561
0.2,5,0.1,1.25176237498e-013,0.0616006325154
0.2,6,0.1,1.30082035488e-013,0.0704007228747
0.2,7,0.1,1.35508250521e-013,0.0792008132341
0.2,8,0.1,1.41434065915e-013,0.0880009035934
0.2,9,0.1,1.47845603882e-013,0.0968009939527
0.3,0,0.1,1.5475674221e-013,0.0264004840443
0.3,1,0.1,1.57209641205e-013,0.0396007260664
0.3,2,0.1,1.6014132388e-013,0.0528009680885
0.3,3,0.1,1.6355525968e-013,0.0660012101105
0.3,4,0.1,1.6748267363e-013,0.0792014521326
0.3,5,0.1,1.71909687941e-013,0.0924016941547
0.3,6,0.1,1.76836302613e-013,0.105601936177
0.3,7,0.1,1.82262517645e-013,0.118802178199
0.3,8,0.1,1.88188333039e-013,0.132002420221
0.3,9,0.1,1.94613748794e-013,0.145202662243
0.4,0,0.1,2.01497131547e-013,0.0352010429385
0.4,1,0.1,2.03943091648e-013,0.0528015644076
0.4,2,0.1,2.0687824377e-013,0.0704020858768
0.4,3,0.1,2.10319935146e-013,0.0880026073459
0.4,4,0.1,2.14247349095e-013,0.105603128815
0.4,5,0.1,2.18674363406e-013,0.123203650284
0.4,6,0.1,2.23573222502e-013,0.140804171753
0.4,7,0.1,2.2897168196e-013,0.158404693223
0.4,8,0.1,2.34828108414e-013,0.176005214692
0.4,9,0.1,2.41156379655e-013,0.193605736161
0.5,0,0.1,2.47956495681e-013,0.0440019426063
0.5,1,0.1,2.50398986335e-013,0.0660029139093
0.5,2,0.1,2.53348016244e-013,0.0880038852123
0.5,3,0.1,2.5678970762e-013,0.110004856515
0.5,4,0.1,2.6071712157e-013,0.132005827818
0.5,5,0.1,2.65144135881e-013,0.154006799121
0.5,6,0.1,2.70056872765e-013,0.176007770424
0.5,7,0.1,2.75441454434e-013,0.198008741727
0.5,8,0.1,2.81325636465e-013,0.22000971303
0.5,9,0.1,2.87709418856e-013,0.242010684333
0.6,0,0.1,2.94592801609e-013,0.0528032682658
0.6,1,0.1,2.97035292263e-013,0.0792049023985
0.6,2,0.1,2.99984322172e-013,0.105606536531
0.6,3,0.1,3.03412135761e-013,0.132008170664
0.6,4,0.1,3.0733954971e-013,0.158409804797
0.6,5,0.1,3.11752686233e-013,0.184811438929
0.6,6,0.1,3.16637667542e-013,0.211213073062
0.6,7,0.1,3.22022249211e-013,0.237614707195
0.6,8,0.1,3.27906431241e-013,0.264016341328
0.6,9,0.1,3.34206946906e-013,0.29041797546
0.7,0,0.1,3.41034818508e-013,0.0616051051516
0.7,1,0.1,3.4349118695e-013,0.0924076577272
0.7,2,0.1,3.46461033541e-013,0.123210210303
0.7,3,0.1,3.49916602705e-013,0.154012762879
0.7,4,0.1,3.53885650018e-013,0.184815315454
0.7,5,0.1,3.58354297692e-013,0.21561786803
0.7,6,0.1,3.63322545727e-013,0.246420420605
0.7,7,0.1,3.68790394123e-013,0.277222973181
0.7,8,0.1,3.74674576154e-013,0.308025525757
0.7,9,0.1,3.81058358545e-013,0.338828078332
0.8,0,0.1,3.87941741298e-013,0.0704075385183
0.8,1,0.1,3.90405048634e-013,0.105611307777
0.8,2,0.1,3.93347139649e-013,0.140815077036
0.8,3,0.1,3.96788831026e-013,0.176018846295
0.8,4,0.1,4.00702367187e-013,0.211222615554
0.8,5,0.1,4.05087748135e-013,0.246426384813
0.8,6,0.1,4.09917218292e-013,0.281630154072
0.8,7,0.1,4.15135266507e-013,0.316833923331
0.8,8,0.1,4.20852915084e-013,0.35203769259
0.8,9,0.1,4.2695914172e-013,0.387241461849
0.9,0,0.1,4.33509457565e-013,0.0792106536432
0.9,1,0.1,4.35965826007e-013,0.118815980465
0.9,2,0.1,4.38907917022e-013,0.158421307286
0.9,3,0.1,4.42335730611e-013,0.198026634107
0.9,4,0.1,4.46221511197e-013,0.237631960929
0.9,5,0.1,4.50606892144e-013,0.27723728775
0.9,6,0.1,4.55436362301e-013,0.316842614572
0.9,7,0.1,4.6076543282e-013,0.356447941393
0.9,8,0.1,4.66594103699e-013,0.396053268214
0.9,9,0.1,4.72922374939e-013,0.435658595036
