60.60606,692.9294
70.70707,692.9294
70.70707,685.8586
80.80808,685.8586
80.80808,678.788
101.0101,678.788
101.0101,664.6465
141.4141,664.6465
141.4141,643.4344
171.7172,643.4344
171.7172,636.3637
191.9192,636.3637
191.9192,615.1516
202.0202,615.1516
202.0202,622.2223
212.1212,622.2223
212.1212,608.0809
222.2222,608.0809
222.2222,593.9395
242.4243,593.9395
242.4243,579.798
252.5253,579.798
252.5253,565.6566
262.6263,565.6566
262.6263,551.5152
282.8283,551.5152
282.8283,544.4445
292.9293,544.4445
292.9293,473.7374
272.7273,473.7374
272.7273,452.5253
252.5253,452.5253
252.5253,445.4546
242.4243,445.4546
242.4243,438.3839
212.1212,438.3839
212.1212,431.3132
202.0202,431.3132
202.0202,417.1718
191.9192,417.1718
191.9192,403.0303
181.8182,403.0303
181.8182,388.8889
161.6162,388.8889
161.6162,367.6768
151.5152,367.6768
151.5152,346.4647
171.7172,346.4647
171.7172,311.1111
161.6162,311.1111
161.6162,268.6869
151.5152,268.6869
151.5152,261.6162
141.4141,261.6162
141.4141,219.1919
131.3131,219.1919
131.3131,197.9798
141.4141,197.9798
141.4141,190.9091
161.6162,190.9091
161.6162,162.6263
171.7172,162.6263
171.7172,148.4849
181.8182,148.4849
181.8182,134.3434
191.9192,134.3434
191.9192,120.202
202.0202,120.202
202.0202,113.1313
212.1212,113.1313
212.1212,98.98991
222.2222,98.98991
222.2222,91.9192
232.3232,91.9192
232.3232,84.8485
252.5253,84.8485
252.5253,91.9192
272.7273,91.9192
272.7273,98.98991
282.8283,98.98991
282.8283,113.1313
292.9293,113.1313
292.9293,120.202
303.0303,120.202
303.0303,127.2727
313.1313,127.2727
313.1313,134.3434
333.3333,134.3434
333.3333,141.4142
343.4344,141.4142
343.4344,148.4849
373.7374,148.4849
373.7374,155.5556
383.8384,155.5556
383.8384,162.6263
393.9394,162.6263
393.9394,176.7677
424.2424,176.7677
424.2424,190.9091
434.3434,190.9091
434.3434,197.9798
454.5455,197.9798
454.5455,205.0505
535.3536,205.0505
535.3536,197.9798
545.4545,197.9798
545.4545,190.9091
555.5555,190.9091
555.5555,183.8384
565.6566,183.8384
565.6566,169.697
585.8586,169.697
585.8586,141.4142
595.9596,141.4142
595.9596,120.202
606.0606,120.202
606.0606,113.1313
616.1616,113.1313
616.1616,106.0606
666.6667,106.0606
666.6667,98.98991
676.7677,98.98991
676.7677,84.8485
717.1718,84.8485
717.1718,91.9192
787.8788,91.9192
787.8788,84.8485
808.0808,84.8485
808.0808,113.1313
818.1818,113.1313
818.1818,134.3434
858.5859,134.3434
858.5859,155.5556
868.6869,155.5556
868.6869,169.697
878.7879,169.697
878.7879,240.4041
898.9899,240.4041
898.9899,247.4748
939.394,247.4748
939.394,254.5455
949.495,254.5455
949.495,318.1819
959.596,318.1819
959.596,325.2526
969.697,325.2526
969.697,353.5354
959.596,353.5354
959.596,395.9596
949.495,395.9596
949.495,431.3132
929.293,431.3132
929.293,424.2425
898.9899,424.2425
898.9899,431.3132
787.8788,431.3132
787.8788,438.3839
666.6667,438.3839
666.6667,445.4546
646.4647,445.4546
646.4647,452.5253
626.2626,452.5253
626.2626,459.596
595.9596,459.596
595.9596,466.6667
585.8586,466.6667
585.8586,480.8081
565.6566,480.8081
565.6566,487.8788
555.5555,487.8788
555.5555,530.3031
565.6566,530.3031
565.6566,537.3738
595.9596,537.3738
595.9596,544.4445
606.0606,544.4445
606.0606,558.5859
616.1616,558.5859
616.1616,565.6566
626.2626,565.6566
626.2626,579.798
686.8687,579.798
686.8687,586.8688
717.1718,586.8688
717.1718,593.9395
727.2728,593.9395
727.2728,671.7172
767.6768,671.7172
767.6768,685.8586
777.7778,685.8586
777.7778,692.9294
858.5859,692.9294
858.5859,671.7172
888.8889,671.7172
888.8889,664.6465
909.0909,664.6465
909.0909,657.5758
939.394,657.5758
939.394,671.7172
929.293,671.7172
929.293,678.788
919.192,678.788
919.192,685.8586
